Age,playerid,PA,K%,ISO,wOBA,LD%,GB%,FB%,Soft%,Med%,Hard%,batter,Pos,height,weight,game_year
33,8254,325,16.9%,0.097,0.255,18.1%,59.5%,22.4%,24.0%,55.9%,20.2%,453539,LF,69,180,2015
26,4866,53,26.4%,0.023,0.255,16.0%,68.0%,16.0%,21.9%,62.5%,15.6%,502481,CF,70,165,2011
23,14713,101,19.8%,0.096,0.255,18.9%,66.2%,14.9%,27.0%,43.2%,29.7%,608475,3B,72,220,2018
36,766,477,11.9%,0.069,0.255,18.7%,47.8%,33.4%,23.3%,61.3%,15.5%,111851,SS,70,195,2011
25,13807,151,21.9%,0.068,0.255,17.2%,55.6%,27.3%,31.3%,49.5%,19.2%,608700,C,74,220,2016
34,1305,147,27.9%,0.114,0.255,15.4%,47.3%,37.4%,18.5%,47.8%,33.7%,400134,LF,74,235,2012
35,1736,251,15.5%,0.132,0.255,18.8%,44.1%,37.1%,27.4%,46.3%,26.3%,408314,SS,72,195,2018
23,10030,552,26.1%,0.095,0.255,26.4%,39.4%,34.2%,16.0%,54.3%,29.7%,572008,SS,70,185,2015
30,3353,284,23.6%,0.117,0.255,17.6%,40.7%,41.8%,19.7%,55.7%,24.6%,459964,RF,74,200,2015
22,193,24,16.7%,0.091,0.255,11.1%,61.1%,27.8%,31.6%,52.6%,15.8%,508892,SS,71,195,2012
35,8252,248,23.8%,0.106,0.254,20.8%,50.0%,29.2%,24.7%,44.9%,30.3%,452254,RF,76,230,2018
27,12399,280,22.1%,0.128,0.254,20.4%,41.8%,37.8%,18.8%,50.3%,31.0%,600301,SS,73,195,2017
27,2197,140,25.0%,0.078,0.254,19.4%,38.7%,41.9%,14.9%,54.3%,30.9%,429713,CF,74,205,2010
28,2505,137,29.2%,0.113,0.254,17.9%,44.0%,38.1%,20.0%,43.5%,36.5%,474233,C,74,220,2016
22,6153,7,14.3%,0,0.254,33.3%,66.7%,0.0%,50.0%,50.0%,0.0%,500871,3B,70,185,2011
26,14131,41,39.0%,0.086,0.254,21.1%,47.4%,31.6%,21.1%,52.6%,26.3%,595885,1B,76,220,2019
28,6887,256,25.4%,0.083,0.254,20.4%,46.9%,32.7%,22.2%,48.5%,29.3%,455117,C,72,230,2015
31,1605,199,31.7%,0.103,0.254,21.1%,41.5%,37.4%,26.8%,43.1%,30.1%,407849,3B,72,210,2011
25,5098,144,19.4%,0.128,0.254,13.4%,48.5%,38.1%,28.6%,51.4%,20.0%,518170,2B,72,205,2013
30,3231,226,10.6%,0.085,0.254,24.6%,48.2%,27.2%,13.5%,58.0%,28.5%,430910,C,69,240,2012
33,7287,166,31.3%,0.083,0.254,19.1%,56.4%,24.5%,24.2%,44.2%,31.6%,471865,RF,73,220,2019
24,6740,189,18.5%,0.066,0.254,22.6%,47.3%,30.1%,11.0%,65.1%,24.0%,543213,2B,68,185,2012
34,3123,203,28.6%,0.101,0.254,27.3%,42.2%,30.5%,18.8%,51.9%,29.3%,453923,CF,70,187,2018
24,16285,46,41.3%,0.083,0.254,35.3%,23.5%,41.2%,5.6%,44.4%,50.0%,641684,CF,72,205,2019
24,16285,46,41.3%,0.083,0.254,35.3%,23.5%,41.2%,5.6%,44.4%,50.0%,641684,RF,72,205,2019
29,3714,243,18.9%,0.116,0.254,19.2%,41.8%,39.0%,25.3%,52.2%,22.5%,458628,CF,76,215,2012
26,10322,178,23.0%,0.155,0.254,15.0%,54.2%,30.8%,11.7%,54.7%,33.6%,542454,CF,71,185,2017
28,2616,543,14.5%,0.079,0.254,17.7%,44.6%,37.7%,21.5%,55.6%,22.9%,446359,SS,72,204,2014
23,14773,84,26.2%,0.096,0.254,15.7%,51.0%,33.3%,15.7%,47.1%,37.3%,644374,3B,73,180,2019
25,5496,30,6.7%,0.138,0.254,7.4%,63.0%,29.6%,25.9%,66.7%,7.4%,501317,LF,72,190,2013
31,7781,229,17.9%,0.077,0.254,12.2%,55.8%,32.1%,16.6%,59.9%,23.6%,493127,2B,69,200,2010
27,11846,310,22.3%,0.094,0.254,15.3%,51.7%,33.0%,23.8%,52.9%,23.3%,547982,CF,74,200,2015
28,10323,96,22.9%,0.102,0.254,21.2%,40.9%,37.9%,19.7%,48.5%,31.8%,542364,LF,71,160,2019
25,7927,74,17.6%,0.129,0.254,18.5%,37.0%,44.4%,21.1%,61.4%,17.5%,519299,2B,70,185,2011
24,7739,112,18.8%,0.061,0.254,17.7%,46.8%,35.4%,16.5%,60.8%,22.8%,518595,C,74,210,2013
26,11894,153,15.7%,0.082,0.254,18.5%,46.2%,35.3%,29.5%,47.5%,23.0%,571595,RF,74,225,2018
26,18067,39,17.9%,0.086,0.254,17.9%,50.0%,32.1%,25.0%,39.3%,35.7%,596117,C,70,175,2019
23,13185,366,23.8%,0.072,0.253,18.9%,55.6%,25.5%,26.2%,48.3%,25.5%,606115,SS,72,165,2018
24,11602,163,25.8%,0.149,0.253,21.3%,38.9%,39.8%,19.1%,58.3%,22.6%,570560,2B,71,185,2016
30,5227,245,14.7%,0.048,0.253,21.6%,60.2%,18.2%,20.1%,57.5%,22.4%,445055,CF,71,195,2015
32,3395,188,29.3%,0.099,0.253,21.7%,40.0%,38.3%,16.7%,59.2%,24.2%,460060,SS,70,200,2016
23,4779,121,32.2%,0.046,0.253,24.3%,48.6%,27.1%,18.3%,57.8%,23.9%,542642,RF,72,230,2014
29,3441,140,29.3%,0.141,0.253,13.5%,48.3%,38.2%,19.1%,48.3%,32.6%,460099,LF,76,205,2013
42,607,280,21.1%,0.118,0.253,18.8%,45.7%,35.5%,18.1%,58.0%,23.9%,116380,LF,74,225,2014
28,1159,273,22.0%,0.048,0.253,18.2%,58.8%,23.0%,24.6%,59.0%,16.4%,461865,SS,73,200,2014
22,11602,104,24.0%,0.05,0.253,26.3%,42.1%,31.6%,21.1%,54.0%,25.0%,570560,2B,71,185,2014
32,4969,288,34.7%,0.135,0.253,19.9%,36.1%,44.0%,16.1%,46.4%,37.5%,472528,3B,70,215,2018
24,5497,222,16.7%,0.098,0.253,15.2%,54.3%,30.5%,23.3%,50.0%,26.7%,503556,SS,73,205,2013
24,8203,330,18.8%,0.053,0.253,20.5%,58.9%,20.5%,18.8%,66.5%,14.7%,543829,2B,71,170,2012
32,1417,259,15.1%,0.066,0.253,16.9%,52.5%,30.6%,19.0%,61.5%,19.5%,421124,SS,71,185,2012
30,7888,43,23.3%,0.026,0.253,14.3%,53.6%,32.1%,21.4%,64.3%,14.3%,475247,2B,75,205,2017
26,11680,200,19.0%,0.09,0.253,17.9%,52.3%,29.8%,23.8%,50.3%,25.8%,553869,C,73,220,2017
25,9187,75,21.3%,0.06,0.253,21.6%,47.1%,31.4%,17.0%,56.6%,26.4%,458668,CF,77,220,2012
26,3188,17,11.8%,0.118,0.253,13.3%,53.3%,33.3%,13.3%,73.3%,13.3%,458501,3B,73,210,2010
21,14161,138,31.9%,0.116,0.252,13.9%,43.0%,43.0%,24.1%,48.3%,27.6%,621439,CF,74,190,2015
25,14678,22,27.3%,0.1,0.252,7.1%,71.4%,21.4%,21.4%,57.1%,21.4%,624407,SS,69,155,2019
29,3648,71,22.5%,0.075,0.252,13.5%,48.1%,38.5%,15.1%,45.3%,39.6%,425784,C,70,215,2013
24,9272,136,29.4%,0.1,0.252,22.2%,42.0%,35.8%,11.1%,59.3%,29.6%,448801,1B,75,230,2010
30,6073,470,20.9%,0.084,0.252,19.7%,41.1%,39.2%,24.5%,55.4%,20.1%,453895,SS,73,190,2012
33,1888,136,18.4%,0.124,0.252,15.4%,30.8%,53.8%,23.1%,54.8%,22.1%,429710,1B,73,205,2013
24,7859,102,7.8%,0.041,0.252,16.1%,47.1%,36.8%,26.4%,57.1%,16.5%,453568,CF,75,220,2011
28,4016,58,41.4%,0.055,0.252,16.1%,64.5%,19.4%,29.0%,48.4%,22.6%,543742,LF,76,225,2016
26,9958,252,18.3%,0.055,0.252,20.1%,47.1%,32.8%,22.7%,55.7%,21.7%,488703,SS,71,185,2013
25,2636,43,20.9%,0.171,0.252,15.6%,53.1%,31.3%,30.3%,39.4%,30.3%,446386,LF,74,210,2011
24,11287,13,15.4%,0.083,0.252,30.0%,60.0%,10.0%,9.1%,63.6%,27.3%,592407,C,72,214,2012
28,5248,125,16.0%,0.08,0.252,16.7%,56.7%,26.7%,19.8%,60.4%,19.8%,458210,2B,69,190,2013
28,5015,446,33.9%,0.105,0.252,18.9%,45.1%,36.1%,19.4%,49.4%,31.2%,425834,CF,75,185,2013
32,2225,34,17.6%,0.061,0.252,29.6%,40.7%,29.6%,18.5%,74.1%,7.4%,430652,CF,69,195,2014
23,11854,25,40.0%,0.091,0.252,16.7%,33.3%,50.0%,25.0%,41.7%,33.3%,570615,RF,79,260,2015
34,1307,283,18.0%,0.108,0.252,19.9%,47.1%,33.0%,24.1%,58.0%,17.9%,407861,2B,72,190,2012
35,1392,104,15.4%,0.065,0.252,19.5%,44.2%,36.4%,20.8%,59.7%,19.5%,136660,3B,73,215,2010
32,4952,260,10.4%,0.063,0.252,21.5%,49.2%,29.2%,19.2%,57.6%,23.2%,452672,C,72,225,2013
33,7358,106,21.7%,0.069,0.252,18.7%,42.7%,38.7%,24.1%,55.7%,20.3%,492841,2B,69,180,2016
34,3411,182,21.4%,0.11,0.252,18.7%,35.0%,46.3%,24.6%,46.0%,29.4%,460077,C,73,205,2018
30,3411,192,21.4%,0.1,0.252,24.4%,33.6%,42.0%,22.0%,53.0%,25.0%,460077,C,73,205,2014
27,6867,458,30.3%,0.142,0.252,21.9%,35.1%,43.0%,16.5%,49.1%,34.4%,519083,C,72,235,2016
22,2852,117,23.1%,0.046,0.252,18.8%,42.4%,38.8%,28.2%,43.5%,28.2%,502029,1B,75,229,2011
24,13807,258,23.3%,0.077,0.252,20.0%,46.3%,33.7%,18.6%,53.1%,28.3%,608700,C,74,220,2015
27,2430,555,11.5%,0.096,0.252,19.0%,45.5%,35.5%,18.6%,61.3%,20.1%,446381,2B,70,180,2013
24,17736,309,26.9%,0.113,0.252,19.8%,49.5%,30.7%,23.4%,51.7%,24.9%,621006,SS,71,190,2019
27,10323,143,16.1%,0.038,0.251,22.0%,45.9%,32.1%,20.9%,50.9%,28.2%,542364,LF,71,160,2018
26,4016,22,27.3%,0.143,0.251,26.7%,46.7%,26.7%,13.3%,66.7%,20.0%,543742,LF,76,225,2014
24,10459,578,16.6%,0.072,0.251,20.4%,51.8%,27.8%,19.9%,57.7%,22.4%,588751,SS,72,195,2013
29,3388,237,10.1%,0.053,0.251,21.6%,45.5%,33.0%,19.7%,58.0%,22.3%,460051,2B,72,185,2013
24,16192,86,48.8%,0.228,0.251,21.1%,50.0%,28.9%,12.8%,46.2%,41.0%,605233,LF,75,205,2018
24,5751,272,21.7%,0.084,0.251,22.2%,43.3%,34.5%,18.8%,51.0%,30.3%,541650,3B,73,215,2015
25,13228,7,42.9%,0,0.251,75.0%,25.0%,0.0%,0.0%,50.0%,50.0%,605439,CF,72,215,2018
32,7087,280,24.3%,0.102,0.251,20.8%,40.6%,38.6%,15.6%,60.3%,24.1%,543376,C,75,180,2018
24,10199,454,16.5%,0.063,0.251,19.6%,42.6%,37.8%,22.6%,58.0%,19.4%,571740,CF,72,160,2015
37,3708,216,22.2%,0.056,0.251,21.8%,46.9%,31.3%,30.7%,42.5%,26.8%,434658,CF,70,195,2018
28,10199,353,24.6%,0.057,0.251,24.8%,38.7%,36.5%,26.5%,50.0%,23.5%,571740,CF,72,160,2019
29,6141,277,18.8%,0.062,0.251,18.8%,52.8%,28.4%,16.8%,60.3%,23.0%,448242,CF,72,190,2012
34,3797,268,17.9%,0.106,0.251,17.6%,45.4%,37.1%,23.7%,51.2%,25.1%,429666,SS,73,200,2017
38,81,144,18.1%,0.085,0.251,15.1%,34.0%,50.9%,23.4%,53.3%,23.4%,111072,C,71,220,2010
23,8155,241,22.4%,0.071,0.251,22.4%,54.4%,23.1%,19.3%,56.6%,24.1%,465784,SS,70,190,2010
33,1945,57,33.3%,0.13,0.251,22.2%,52.8%,25.0%,27.8%,50.0%,22.2%,430611,RF,78,240,2015
28,7002,39,35.9%,0.158,0.25,25.0%,45.8%,29.2%,16.7%,41.7%,41.7%,519025,3B,75,220,2017
24,15117,21,38.1%,0.053,0.25,18.2%,45.5%,36.4%,45.5%,36.4%,18.2%,641531,3B,76,220,2016
26,10030,309,24.3%,0.096,0.25,22.3%,39.3%,38.3%,17.8%,43.3%,38.9%,572008,SS,70,185,2018
24,7185,169,19.5%,0.073,0.25,20.2%,42.9%,37.0%,17.4%,57.0%,25.6%,523253,2B,73,195,2011
25,9958,76,17.1%,0.159,0.25,17.5%,50.9%,31.6%,22.0%,52.5%,25.4%,488703,SS,71,185,2012
41,1101,438,11.6%,0.05,0.25,18.3%,58.5%,23.2%,26.1%,60.4%,13.5%,400085,RF,71,175,2015
26,9856,52,30.8%,0.18,0.25,23.5%,20.6%,55.9%,2.9%,64.7%,32.4%,474319,1B,74,225,2013
24,17738,62,37.1%,0.093,0.25,18.8%,37.5%,43.8%,3.1%,62.5%,34.4%,622046,LF,75,226,2018
28,3411,122,21.3%,0.081,0.25,24.1%,33.7%,42.2%,27.1%,56.5%,16.5%,460077,C,73,205,2012
26,17161,52,44.2%,0.089,0.25,13.6%,54.5%,31.8%,21.7%,65.2%,13.0%,595453,C,75,230,2018
24,11165,289,20.1%,0.056,0.25,17.0%,54.6%,28.4%,19.7%,54.0%,26.3%,570717,RF,70,190,2016
31,1824,272,19.5%,0.076,0.25,17.7%,52.2%,30.1%,26.4%,54.3%,19.3%,279827,C,70,215,2011
35,1305,58,29.3%,0.115,0.25,17.1%,51.4%,31.4%,11.4%,57.1%,31.4%,400134,LF,74,235,2013
28,3714,83,27.7%,0.093,0.25,17.6%,35.3%,47.1%,27.8%,57.4%,14.8%,458628,CF,76,215,2011
28,5491,252,22.6%,0.074,0.25,25.3%,44.8%,29.9%,22.0%,50.3%,27.7%,519222,C,73,220,2017
25,11385,63,36.5%,0.069,0.25,28.6%,34.3%,37.1%,17.1%,48.6%,34.3%,544925,LF,74,210,2013
26,10166,119,18.5%,0.104,0.25,22.9%,47.0%,30.1%,20.2%,45.2%,34.5%,545338,2B,73,190,2017
27,17642,139,30.2%,0.182,0.25,16.7%,50.0%,33.3%,14.4%,42.2%,43.3%,595375,SS,73,180,2019
24,10154,59,23.7%,0.069,0.249,15.9%,50.0%,34.1%,13.6%,59.1%,27.3%,544371,LF,75,240,2013
32,454,295,20.3%,0.089,0.249,17.5%,41.5%,41.0%,28.3%,51.9%,19.8%,346874,3B,72,245,2011
31,2129,64,14.1%,0.048,0.249,16.7%,68.5%,14.8%,16.7%,66.7%,16.7%,425661,C,75,250,2012
23,16291,44,27.3%,0.108,0.249,12.5%,45.8%,41.7%,17.9%,60.7%,21.4%,624419,C,72,200,2018
34,470,303,24.4%,0.086,0.249,19.7%,34.3%,46.0%,22.2%,53.7%,24.1%,276346,3B,71,190,2011
23,5666,53,18.9%,0.18,0.249,15.0%,40.0%,45.0%,32.5%,47.5%,20.0%,519023,C,73,229,2011
26,4719,32,37.5%,0.107,0.249,18.8%,68.8%,12.5%,18.8%,43.8%,37.5%,460131,RF,75,215,2010
30,2539,73,20.5%,0.13,0.249,21.8%,38.2%,40.0%,26.8%,41.1%,32.1%,518902,SS,72,190,2018
21,3473,153,30.1%,0.102,0.248,13.4%,42.7%,43.9%,23.2%,52.4%,24.4%,519203,1B,75,240,2011
31,9284,94,30.9%,0.071,0.248,23.6%,54.5%,21.8%,16.1%,44.6%,39.3%,543302,C,72,200,2019
22,14344,28,14.3%,0.048,0.248,5.9%,47.1%,47.1%,17.7%,64.7%,17.7%,621566,1B,77,230,2016
23,17922,201,29.4%,0.134,0.248,13.4%,41.2%,45.4%,15.7%,45.5%,38.8%,656371,2B,70,185,2019
27,9063,150,17.3%,0.014,0.248,25.2%,47.0%,27.8%,17.2%,58.6%,24.1%,506560,SS,66,160,2016
33,1658,166,22.3%,0.132,0.248,19.1%,51.3%,29.6%,17.4%,47.8%,34.8%,294558,RF,74,215,2012
24,14130,31,29.0%,0.036,0.248,36.8%,31.6%,31.6%,5.3%,47.4%,47.4%,596129,1B,72,250,2017
26,14885,86,39.5%,0.127,0.248,22.2%,33.3%,44.4%,15.6%,60.0%,24.4%,642162,2B,71,208,2019
35,3376,73,24.7%,0.157,0.248,9.6%,44.2%,46.2%,23.1%,42.3%,34.6%,460026,C,72,203,2019
28,5517,79,20.3%,0.153,0.248,14.3%,25.0%,60.7%,14.3%,46.4%,39.3%,543309,C,73,205,2018
28,10619,17,23.5%,0.118,0.248,38.5%,61.5%,0.0%,7.7%,61.5%,30.8%,571679,C,75,225,2017
28,7480,149,20.8%,0.056,0.248,20.6%,46.4%,33.0%,19.6%,55.7%,24.7%,455077,1B,72,210,2014
22,14350,41,26.8%,0,0.248,33.3%,37.0%,29.6%,21.4%,57.1%,21.4%,606132,LF,75,185,2016
24,14352,406,29.6%,0.139,0.248,16.8%,51.9%,31.3%,18.9%,42.4%,38.6%,621446,CF,75,195,2018
29,11982,270,33.0%,0.113,0.248,22.1%,28.6%,49.3%,18.4%,46.1%,35.5%,543768,3B,76,230,2019
23,10067,71,14.1%,0.029,0.248,18.2%,58.2%,23.6%,20.3%,62.7%,17.0%,542513,C,68,220,2014
32,3797,437,20.1%,0.092,0.248,17.5%,49.4%,33.1%,19.5%,56.8%,23.7%,429666,SS,73,200,2015
25,9886,45,28.9%,0.073,0.248,27.6%,51.7%,20.7%,17.2%,51.7%,31.0%,474443,2B,71,200,2012
28,12409,147,36.1%,0.165,0.248,19.5%,42.5%,37.9%,15.7%,48.3%,36.0%,607387,LF,74,205,2018
21,12979,229,41.5%,0.155,0.248,13.7%,41.0%,45.3%,18.6%,50.0%,31.4%,595879,SS,72,190,2014
29,8029,58,17.2%,0.038,0.248,23.8%,54.8%,21.4%,9.1%,70.5%,20.5%,453531,C,73,220,2012
27,4166,296,19.9%,0.116,0.247,18.2%,42.7%,39.1%,22.4%,58.3%,19.3%,435520,C,73,210,2012
39,826,73,13.7%,0.063,0.247,20.4%,70.4%,9.3%,11.1%,68.5%,20.4%,116539,SS,75,195,2013
22,10028,117,22.2%,0.027,0.247,14.9%,54.0%,31.0%,29.9%,44.8%,25.3%,542194,C,74,213,2014
26,13356,197,28.4%,0.102,0.247,23.6%,42.5%,33.9%,23.7%,47.3%,29.0%,605490,CF,76,215,2019
25,11859,17,11.8%,0,0.247,7.1%,57.1%,35.7%,14.3%,64.3%,21.4%,592863,CF,73,195,2017
26,6310,642,13.1%,0.066,0.247,23.0%,46.0%,30.9%,20.2%,59.0%,20.9%,444876,SS,73,205,2013
30,5305,134,18.7%,0.091,0.247,21.6%,46.4%,32.0%,21.7%,50.5%,27.8%,502100,LF,70,195,2016
26,7216,39,30.8%,0,0.247,13.6%,72.7%,13.6%,40.9%,45.5%,13.6%,527049,LF,74,220,2017
30,629,109,27.5%,0.1,0.247,19.7%,39.4%,40.9%,21.3%,46.7%,32.0%,488681,CF,74,210,2016
26,12701,332,11.1%,0.061,0.247,19.1%,53.2%,27.7%,31.5%,56.3%,12.2%,542993,CF,69,170,2016
24,13325,56,33.9%,0.057,0.247,30.3%,48.5%,21.2%,26.5%,44.1%,29.4%,571918,3B,72,190,2015
24,9134,15,33.3%,0,0.247,0.0%,33.3%,66.7%,16.7%,66.7%,16.7%,452095,C,76,260,2010
24,5491,148,25.0%,0.089,0.247,23.2%,54.5%,22.2%,11.8%,58.8%,29.4%,519222,C,73,220,2013
21,11737,18,5.6%,0,0.247,5.9%,58.8%,35.3%,47.1%,35.3%,17.7%,592206,3B,76,203,2013
34,1885,32,43.8%,0,0.247,25.0%,66.7%,8.3%,23.1%,46.2%,30.8%,425547,RF,74,190,2013
26,15214,124,34.7%,0.178,0.247,21.6%,43.2%,35.1%,16.0%,45.3%,38.7%,641525,1B,74,215,2018
22,14558,135,28.9%,0.058,0.246,22.8%,44.3%,32.9%,27.3%,52.3%,20.5%,624636,CF,74,160,2018
28,3790,151,27.8%,0.14,0.246,9.5%,35.8%,54.7%,24.2%,45.3%,30.5%,434624,3B,71,195,2011
28,10882,77,29.9%,0.083,0.246,22.4%,42.9%,34.7%,28.0%,44.0%,28.0%,592419,CF,75,205,2017
25,10642,291,16.8%,0.116,0.246,16.9%,41.1%,42.0%,26.2%,48.0%,25.8%,542208,C,72,210,2016
28,13012,67,28.4%,0.033,0.246,20.9%,30.2%,48.8%,23.3%,48.8%,27.9%,607430,LF,73,215,2018
26,6898,78,17.9%,0.04,0.246,16.4%,50.8%,32.8%,11.5%,54.1%,34.4%,543743,RF,69,195,2013
24,14735,147,41.5%,0.119,0.246,20.8%,48.6%,30.6%,21.6%,41.9%,36.5%,621433,CF,72,185,2018
27,7937,136,19.9%,0.095,0.246,17.8%,44.4%,37.8%,24.7%,48.4%,26.9%,502582,CF,73,200,2014
27,7937,136,19.9%,0.095,0.246,17.8%,44.4%,37.8%,24.7%,48.4%,26.9%,502582,LF,73,200,2014
28,4712,375,9.1%,0.083,0.246,18.1%,55.3%,26.5%,25.3%,54.4%,20.3%,519184,CF,69,175,2016
30,9807,120,24.2%,0.087,0.246,26.5%,44.6%,28.9%,20.7%,51.7%,27.6%,572365,2B,70,180,2018
30,6201,383,21.9%,0.113,0.246,19.8%,40.3%,39.9%,24.4%,48.0%,27.6%,435625,RF,74,215,2014
25,4672,84,34.5%,0.125,0.246,22.9%,50.0%,27.1%,17.7%,49.0%,33.3%,516809,LF,74,230,2015
26,3179,142,14.1%,0.065,0.246,15.7%,47.1%,37.3%,19.3%,60.6%,20.2%,425900,C,69,215,2010
26,3751,175,18.3%,0.061,0.246,12.3%,56.9%,30.8%,33.1%,51.1%,15.8%,429712,LF,74,190,2011
24,4969,310,19.7%,0.065,0.246,17.9%,46.7%,35.4%,22.5%,53.2%,24.3%,472528,3B,70,215,2010
31,8254,200,14.0%,0.068,0.246,23.1%,51.7%,25.2%,18.8%,63.6%,17.5%,453539,LF,69,180,2013
25,7223,25,32.0%,0.217,0.246,12.5%,37.5%,50.0%,12.5%,50.0%,37.5%,543008,LF,72,200,2012
25,7223,25,32.0%,0.217,0.246,12.5%,37.5%,50.0%,12.5%,50.0%,37.5%,543008,RF,72,200,2012
30,4182,132,17.4%,0.103,0.246,15.5%,46.4%,38.1%,25.2%,58.9%,15.9%,468406,2B,69,180,2015
29,8385,25,48.0%,0.125,0.245,8.3%,58.3%,33.3%,25.0%,50.0%,25.0%,465753,SS,74,185,2016
29,9929,89,28.1%,0.133,0.245,20.0%,41.7%,38.3%,26.7%,48.3%,25.0%,573131,1B,75,250,2016
33,2502,119,26.9%,0.152,0.245,18.7%,32.0%,49.3%,17.3%,41.3%,41.3%,446263,1B,76,255,2019
31,5306,31,22.6%,0.04,0.245,17.6%,58.8%,23.5%,15.8%,63.2%,21.1%,502117,3B,72,190,2017
28,8029,199,29.1%,0.095,0.245,25.0%,42.5%,32.5%,25.0%,52.4%,22.6%,453531,C,73,220,2011
24,13419,12,33.3%,0,0.245,20.0%,80.0%,0.0%,40.0%,20.0%,40.0%,572233,1B,72,220,2015
29,6421,250,26.0%,0.115,0.245,16.9%,50.6%,32.5%,23.8%,48.8%,27.4%,465668,CF,74,210,2013
28,12508,71,32.4%,0.078,0.245,31.7%,26.8%,41.5%,29.3%,34.2%,36.6%,542908,C,76,235,2018
23,6153,146,21.2%,0.046,0.245,21.2%,50.5%,28.3%,18.5%,58.3%,23.3%,500871,3B,70,185,2012
29,5653,71,23.9%,0.152,0.245,10.2%,38.8%,51.0%,23.5%,41.2%,35.3%,440251,3B,71,185,2010
26,12147,308,18.8%,0.081,0.245,21.5%,48.2%,30.3%,18.2%,54.6%,27.3%,605113,SS,74,195,2016
23,16246,141,34.0%,0.098,0.245,12.0%,49.3%,38.7%,16.0%,52.0%,32.0%,607223,1B,76,275,2016
30,5277,132,18.2%,0.085,0.245,17.3%,52.9%,29.8%,16.2%,55.2%,28.6%,488912,C,71,200,2014
29,6400,31,48.4%,0.154,0.245,18.2%,36.4%,45.5%,9.1%,36.4%,54.6%,543590,CF,75,225,2017
26,13414,32,25.0%,0.067,0.245,13.6%,50.0%,36.4%,18.2%,45.5%,36.4%,592808,LF,69,192,2018
29,7215,144,25.0%,0.112,0.245,19.4%,43.9%,36.7%,25.7%,61.4%,12.9%,518953,RF,70,175,2015
34,1926,87,29.9%,0.091,0.245,16.4%,34.5%,49.1%,23.6%,43.6%,32.7%,430668,LF,72,200,2014
33,454,179,20.7%,0.093,0.245,16.8%,48.0%,35.2%,20.5%,52.8%,26.8%,346874,3B,72,245,2012
29,5486,151,23.8%,0.104,0.244,13.5%,51.0%,35.4%,13.0%,49.0%,38.0%,501659,CF,69,210,2018
33,4866,237,14.3%,0.068,0.244,22.5%,46.3%,31.3%,21.0%,56.3%,22.7%,502481,CF,70,165,2018
26,11472,233,17.6%,0.084,0.244,25.0%,43.0%,32.0%,16.0%,52.0%,32.0%,553988,2B,73,190,2018
25,5053,201,23.4%,0.083,0.244,20.9%,45.9%,33.1%,17.3%,64.0%,18.7%,473234,2B,70,200,2010
34,1830,330,21.2%,0.099,0.244,22.2%,38.0%,39.7%,24.2%,49.2%,26.6%,425549,SS,73,200,2013
23,13180,234,22.2%,0.099,0.244,16.9%,53.8%,29.4%,25.2%,49.7%,25.2%,595963,LF,76,180,2016
28,7358,234,15.0%,0.086,0.244,16.2%,52.0%,31.8%,30.9%,52.5%,16.6%,492841,2B,69,180,2011
33,2113,166,29.5%,0.121,0.244,17.4%,42.2%,40.4%,22.9%,52.3%,24.8%,425491,C,73,220,2014
35,7620,63,27.0%,0.117,0.244,14.0%,37.2%,48.8%,15.9%,52.3%,31.8%,448605,CF,73,210,2017
24,9514,67,19.4%,0.1,0.244,25.5%,34.0%,40.4%,21.3%,53.2%,25.5%,502133,2B,72,205,2012
33,2218,212,24.1%,0.097,0.244,23.1%,41.5%,35.4%,17.7%,51.7%,30.6%,430605,LF,72,185,2014
37,144,226,9.7%,0.064,0.244,16.3%,42.9%,40.8%,16.0%,59.6%,24.5%,150020,3B,70,195,2013
26,10822,93,18.3%,0.047,0.244,25.0%,45.6%,29.4%,27.5%,58.0%,14.5%,592239,LF,72,205,2015
23,8609,16,25.0%,0,0.243,11.1%,55.6%,33.3%,22.2%,66.7%,11.1%,543148,C,70,215,2011
23,11494,52,36.5%,0.109,0.243,11.1%,59.3%,29.6%,25.0%,60.7%,14.3%,592230,2B,75,225,2015
30,3118,184,28.3%,0.061,0.243,27.4%,43.4%,29.2%,17.7%,55.8%,26.6%,461882,1B,73,200,2014
26,13157,68,36.8%,0.079,0.243,18.4%,44.7%,36.8%,29.0%,44.7%,26.3%,547170,LF,75,230,2019
32,3190,162,21.6%,0.065,0.243,9.8%,52.0%,38.2%,22.6%,45.3%,32.1%,434661,CF,70,190,2014
35,3448,218,30.3%,0.072,0.243,24.0%,37.2%,38.8%,15.9%,43.9%,40.2%,425772,C,72,205,2018
24,6609,128,23.4%,0.143,0.243,8.0%,41.4%,50.6%,28.9%,45.6%,25.6%,520471,SS,70,185,2014
26,7389,152,28.3%,0.093,0.243,16.5%,55.7%,27.8%,18.4%,51.0%,30.6%,458691,3B,74,205,2013
32,6086,258,19.4%,0.076,0.243,18.7%,56.7%,24.6%,17.1%,61.0%,21.9%,431171,3B,73,220,2015
32,2216,127,17.3%,0.062,0.243,17.8%,40.0%,42.2%,25.3%,61.5%,13.2%,430603,3B,76,215,2012
33,1907,144,23.6%,0.1,0.243,15.5%,50.5%,34.0%,26.5%,49.0%,24.5%,433217,2B,70,192,2017
25,10681,165,13.3%,0.064,0.243,23.1%,45.5%,31.3%,17.8%,57.8%,24.4%,570482,3B,72,220,2017
